,song_name,song_id,song_genre,artist,artist_id,artist_genre,release_date,duration_ms,popularity
1363,Mrs. Officer,0EHR9OObFtjlhQB8wSt1m7,r-n-b,"['Lil Wayne', 'Bobby V.', 'Kidd Kidd']","['55Aa2cqylxrFIXC767Z865', '4HgF4KnohByNElYid7iCNb', '2zJoKYyLmhvsq3ORbXE7xF']","[['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap'], ['hip hop', 'hip pop', 'new jack swing', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary'], ['new orleans rap']]",2008-06-10,286906,66
1364,Pink + White,3xKsf9qdS1CyvXSMEid6g8,r-n-b,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",2016-08-20,184516,78
1365,Too Good to Say Goodbye,0B0tYbVp7pDQAqKDhgMeaL,r-n-b,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop', 'post-teen pop']",2016-11-17,281826,66
1366,Frontline,6b3KUNSmJL1qIfi1hF1G6Y,r-n-b,Kelela,1U0sIzpRtDkvu1hXXzxh60,"['afrofuturism', 'alternative r&b', 'art pop', 'dance pop', 'electropop', 'escape room', 'experimental r&b', 'indie soul', 'r&b']",2017-10-06,339189,43
1367,Already Knew That,5EpdvRM97d8JBlvCz1V6gM,r-n-b,Ro James,7r2oyrNc0YjSC7hZL87V0Y,"['alternative r&b', 'pop r&b', 'r&b']",2017-03-29,209530,43
1368,Save Room,3sTc75CCyIw4FPs6cXkOe7,r-n-b,John Legend,5y2Xq6xcjJb2jVM54GHK3t,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",2006-10-24,235666,61
1369,$ecret,2FgA1bcV66Uno7vCRYTDQo,r-n-b,Goapele,5cgtn5YWC3Fr06wTps1dBq,"['neo soul', 'r&b', 'urban contemporary']",2017-05-19,204095,23
1370,Before I Do,0eWkGHUqc5a19PIzJ1v6E4,r-n-b,Sevyn Streeter,6If57j6e3TXXk0HiLcIZca,"['alternative r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'post-teen pop', 'r&b', 'trap queen', 'urban contemporary']",2017-07-07,237037,52
1371,Too Close,5IFCyWplye09HytIP80RCF,r-n-b,Next,2MGT7CYlixSPxAnnkhLpaA,"['boy band', 'hip hop', 'hip pop', 'minneapolis sound', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",1997-09-30,259440,65
1372,Burn,7z3N2W7Xz1t2G2sAO8wFVH,r-n-b,Usher,23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",2004-03-23,231933,68
1373,Backseat,1eu6vM3Q8wYKGYZCn26uMb,r-n-b,"['Ari Lennox', 'Cozz']","['1vaQ6v3pOFxAIrFoPrAcom', '5oFkj1qSlyBUmV5d6Edgtq']","[['alternative r&b', 'chill r&b', 'dmv rap', 'indie r&b', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary'], ['underground hip hop']]",2016-10-21,219133,51
1374,Nothing Without You,3Te3gG6MPEDNqLGzWrjKC3,r-n-b,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"['canadian contemporary r&b', 'canadian pop', 'pop']",2016-11-24,198653,44
1375,Used To,2y0KjYzfc4FjsrWSuVsBUk,r-n-b,LeToya Luckett,1EyK0glCKdNVaKjVxFOHCD,"['hip pop', 'pop r&b', 'r&b', 'urban contemporary']",2017-05-12,230163,0
1376,Always On Time,4hrae8atte6cRlSC9a7VCO,r-n-b,"['Ja Rule', 'Ashanti']","['1J2VVASYAamtQ3Bt8wGgA6', '5rkVyNGXEgeUqKkB5ccK83']","[['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary'], ['dance pop', 'hip hop', 'hip pop', 'pop', 'r&b', 'urban contemporary']]",2001-01-01,245133,73
1377,I Bet,20lNo44eUUCnyNNInzwkv9,r-n-b,Ciara,2NdeV5rLm47xAvogXrYhJX,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",2015-05-04,287933,59
1378,While We're Young,4mL59LVbKgOpEACxraGYdr,r-n-b,Jhené Aiko,5ZS223C6JyBfXasXxrRqOk,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2017-09-22,236160,71
1379,Late Night Flex,2r6BDYT9qAxk0F8EDeB3On,r-n-b,Quincy,19dpHprxtijzCuWbrtmGrL,[],2016-12-14,277000,27
1380,Get Right Back To My Baby,4wwqHo2gtdTLBWtnrx7XIu,r-n-b,Vivian Green,3t83f2J04dRWOpNBe9GTfs,"['hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",2015-08-07,212426,50
1381,Stuck - Remastered,0kXWFU0hKSPHfBKTpbzhBB,r-n-b,Nikayla,0cxurBf7EZRoNxcweO3uJF,[],2018-01-31,180857,0
1382,Heartbreak on a Full Moon,6bSLDFKAqEIItAGrdoygwY,r-n-b,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",2017-10-31,246523,44
1383,Girls Need Love,1QC6VpD6q6TJrl30969QM9,r-n-b,Summer Walker,57LYzLEk2LcFghVwuWbcuS,"['pop', 'r&b']",2018-10-19,140760,0
1384,FRIENDS,0gu5B9dUOiLezdDjrLPCCV,r-n-b,The Carters,4fpTMHe34LC5t3h5ztK8qu,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2018-06-16,344293,46
1385,Window Seat,74HYrIbnpc2xKCTenv5qKM,r-n-b,Erykah Badu,7IfculRW2WXyzNQ8djX8WX,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",2010-03-30,289720,57
1386,Quicksand,0UQSyryW2vxE88AVFSZs3T,r-n-b,SZA,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'pop rap', 'r&b']",2017-09-08,242200,57
1387,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",17jeLyQcEUmKv3MXeEo79k,r-n-b,"['Lil Duval', 'Snoop Dogg', 'Ball Greezy', 'Midnight Star']","['6YiHht3u7FFszle72kpbdQ', '7hJcb9fa4alzcOq3EaNPoG', '2CxtLXJMW2AbYPyQShuDT1', '0KMLfCXYb3Dhf1hLpu8cVd']","[['florida rap', 'hip hop'], ['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap'], ['miami hip hop'], ['disco', 'electro', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']]",2018-07-03,214159,53
1388,The Light,3oCJJksC12uFxkt3RQ7rbV,r-n-b,"['Jeremih', 'Ty Dolla $ign']","['3KV3p5EY4AvKxOlhGHORLg', '7c0XG5cIJTrrAgEC3ULPiq']","[['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary'], ['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']]",2018-06-08,179653,53
1389,Take You Down,0NubEXRwTBpBKLbsTjjqTp,r-n-b,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",2007,245933,0
1390,Closer,2uA9UIwIh80JVNblihS6gt,r-n-b,Goapele,5cgtn5YWC3Fr06wTps1dBq,"['neo soul', 'r&b', 'urban contemporary']",2002,228920,0
1391,Distance,1IlBPaXuM7Fl6tiH9CPQlQ,r-n-b,Emily King,6jlWj6y00bMQt8XoKuCjyZ,"['funk', 'indie soul', 'neo soul', 'nyc pop', 'pop soul', 'r&b', 'urban contemporary']",2015-06-26,231448,56
1392,Crush,3Txcx4jhuiTZSvhAL0WaRc,r-n-b,"['Yuna', 'Usher']","['3kHVioJpVxlazAAKQ64pC1', '23zg3TcAtWQy7J6upgbUnj']","[['alternative r&b', 'malaysian pop'], ['atl hip hop', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']]",2016-05-20,243133,59
1393,Weak,71EHOyEOhNx1SzTebRRyng,r-n-b,SWV,2NmK5FyrQ18HOPXq1UBzqa,"['dance pop', 'girl group', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",1992-10-27,291906,66
1394,Love Faces,5rX60GiR64Epgri9Ubjzg9,r-n-b,Trey Songz,2iojnBLj0qIMiKPvVhLnsH,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",2010-09-13,243800,1
1395,Incapable,5EMKXzsOCaWZ0wgspNV8C8,r-n-b,Keyshia Cole,1vfezMIyCr4XUdYRaKIKi3,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",2017-10-20,204946,44
1396,Easy,0gzWR9phnUAY5Mcu86niLY,r-n-b,Demetria McKinney,3HiZsv0ZR9DznDKWycXwYe,[],2017-10-06,253493,0
1397,No Way out (feat. GoldLink),6EFAyx72zPx5mnSuyLW1U2,r-n-b,"['Xavier Omär', 'GoldLink']","['3UjPnt2nRmw10N58bBeNOg', '5XenQ7XfcvQdfIbpLEFaKQ']","[['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'pop r&b', 'r&b', 'trap soul'], ['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'r&b', 'rap', 'underground hip hop']]",2017-04-05,251224,39
1398,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,r-n-b,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,"['dance pop', 'pop', 'post-teen pop']",2016-11-17,261240,74
1399,everytime,0WdR2AyLW1Drd3OUdwezM0,r-n-b,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"['dance pop', 'pop', 'post-teen pop']",2018-08-17,172106,68
1400,El Todopoderoso,5xQ6eF5z3gloAUbftgMi0b,salsa,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,"['salsa', 'salsa puertorriquena', 'tropical']",2013-06-18,260053,0
1401,Reina Rumba,34qHYNiQN6mXAbjtSjsU8t,salsa,"['Celia Cruz', 'Johnny Pacheco', 'Justo Betancourt', 'Papo Lucca']","['2weA6hhVqTIN2gSn9PUB9U', '09947uhj2ZwU9mFXK5v50o', '1Mq5Rgvn4D37tQdwuFL689', '1KbyKzIyGQig2K7sP5E7gv']","[['cha-cha-cha', 'cuban rumba', 'latin', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical'], ['charanga', 'latin jazz', 'salsa', 'salsa international', 'tropical'], ['latin jazz', 'salsa', 'salsa international'], ['latin jazz', 'salsa puertorriquena']]",2009,256279,0
1402,Hasta Que Vuelvas Conmigo,5PLURMhWRRcouPewZQgBsi,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",2001,290040,31
1403,El Manicero,5Bgs0KR8B2sujxNhj2yKxE,salsa,Oscar D'León,1c84wItoiAe1pEbpJMqUmQ,"['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical']",1996-02-28,277060,0
1404,Con la Punta del Pie,3PpStfeGyjH95fmTmOWcS5,salsa,Sonora Gloria Matancera,6h7abI5qDQqACPO33DIMs3,['musica tradicional cubana'],2004-01-01,217773,0
1405,"La Musica Es, Mi Vida",1rhwP4FUfW7Z7XwHe5Rseo,salsa,Spanish Harlem Orchestra,0I7U5I66P88nCaVVPkIz6x,"['latin jazz', 'salsa', 'salsa international']",2002,233533,0
1406,Píntame,63016P9yyqY523dTSrsNZH,salsa,Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,"['latin', 'latin pop', 'tropical']",2008-10-14,259066,44
1407,La Malanga,2lhVsUq1rHc2f7mDHUFMTF,salsa,Eddie Palmieri,2VviFtXYreO6Zn9n8Ibk6C,"['boogaloo', 'jazz piano', 'latin jazz', 'salsa', 'salsa international', 'tropical']",2009,245000,0
1408,Bobo Tu Te Quedaras,1bCSKMRPPzOJjUiZam8lzV,salsa,New Swing Sextet,0xmReQikhslaXMtTgKJQ9g,"['latin jazz', 'salsa', 'salsa international']",2008-07-01,335800,0
1409,Guajiro Natural,1VhIAsVh4JJxL93XLFo6I1,salsa,Polo Montañez,0NJbkbtOgSj2Q5bkUV3FPz,['son cubano'],2000-03-14,231933,33
1410,Muneca,0jb3M02x2OTZoRajfIaKWk,salsa,Joe Bataan,7ME0heqob2B32S9ofWhOyU,"['boogaloo', 'classic soul', 'funk', 'souldies']",2009,308533,0
1411,Periquito Pin Pin,06JPAYfJQzpibkdf1fmvaH,salsa,Tommy Olivencia,38fLjRT1W1x3RR6SWWxL0x,"['latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",1999-01-01,264106,0
1412,Bachata En Fukuoka,6IfMD01z39P15HKezjdaMP,salsa,Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,"['bachata', 'latin', 'latin pop', 'tropical']",2010-01-01,191106,64
1413,La Camisa Negra,65o8SI1kfFAIr0EjXeBRkB,salsa,Juanes,0UWZUmn7sybxMCqrw9tGa7,"['colombian pop', 'latin', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']",2005-01-01,214506,0
1414,Idilio,6VQ2fI8goSX8mpSvytXkXR,salsa,Willie Colón,7x5Slu7yTE5icZjNsc3OzW,"['boogaloo', 'salsa', 'tropical']",2010-06-08,308693,67
1415,Periodico De Ayer,3Hv1DCU3Z0mPJa7UjqD0IG,salsa,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,"['salsa', 'salsa puertorriquena', 'tropical']",1976,407373,0
1416,You Sang To Me,2dwhMQsFeHr2S787WxqAqW,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1999-09-28,347106,55
1417,Ntoman,3QdCs5TFVT2LOIiAemrHKP,salsa,Africando,0ffXAvDlWnqwiciaBFek6V,"['latin jazz', 'mambo', 'salsa']",2008-11-24,305773,0
1418,Solo un Cariño,1XwG24N110swBBo4YJrFed,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2012-08-16,357466,33
1419,Ya no Queda Nada,7EUeWMyUhm6iLwp9extdcd,salsa,Tito Nieves,4vOycwLXdkMMzpZW04VW5m,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2005-05-22,207293,0
1420,Yaye Boy,7MM9znT3cD2706uvEZUFED,salsa,Orquesta Aragón,2jXlqT8v9XIJnKQYRgLvSr,"['bolero', 'bolero cubano', 'cha-cha-cha', 'charanga', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa', 'son cubano clasico']",2009-09-28,231640,20
1421,Juguete De Nadie,25gKDYktpgqSQGdxwDoTsh,salsa,Luisito Ayala Y La Puerto Rican Power,2UoLlLFDkqewHH7EzaZcl7,['salsa puertorriquena'],2006-03-30,305440,42
1422,Mi Libertad - with Special Guest: Voltio,59vjOUQMejuczyFbaoVsbn,salsa,Jerry Rivera,7wOZy3KdFVVINgNFFxkxwO,"['latin', 'puerto rican pop', 'salsa', 'salsa puertorriquena', 'tropical']",2008-05-13,275986,39
1423,Fresquecito.Com,5YrQZJT31a0P0QowPfFHPD,salsa,Elio Revé Y Su Charangón,7uHBq0hEAmxGsqZfyqQAxf,"['charanga', 'cubaton', 'musica tradicional cubana', 'salsa cubana', 'timba']",2008-07-28,274800,26
1424,Brujeria,0k1hbeZodoEw34FAdbh8xM,salsa,El Gran Combo De Puerto Rico,6nnspeopmJAG07xOxHmqTu,"['boogaloo', 'salsa', 'salsa puertorriquena', 'tropical']",1979,205813,59
1425,Entra en Mi Vida,7DUh5iszvXQDhhE0ZEtmUe,salsa,Sin Bandera,7xeM7V59cA1X8GKyKKQV87,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']",2007-11-13,249973,66
1426,Extraño Tu Amor,7aAE00cW60h1PSUWEt6AWK,salsa,"['Guayacán Orquesta', 'Ray Sepulveda']","['2pZ81eCkqxemIjqqfE1fhE', '7FszsCzE5zryW0pO8Bc5f7']","[['musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical'], ['salsa', 'salsa international', 'salsa puertorriquena', 'tropical']]",2013-05-26,266546,0
1427,Doundari,6KngPfmQxV7FDTF7UYYvGB,salsa,Africando,0ffXAvDlWnqwiciaBFek6V,"['latin jazz', 'mambo', 'salsa']",2013-09-23,255673,0
1428,Atrevida,0pDZqXbHUsFIEj4pVoHQQU,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2007-08-07,277960,30
1429,Dime Si No es Verdad,3fZQ34JaZ1DPbB3U9CUnlg,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",2013-07-23,245786,56
1430,Veinte Anos,2zinXo0vU1SLBCSN9zwwlj,salsa,Buena Vista Social Club,11kBu957KTYoAltZHDm8gW,"['latin jazz', 'musica tradicional cubana', 'world']",1997-09-16,211434,0
1431,Por Ella,61BoBnTname2M5evtYyU6k,salsa,Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",2010-06-08,279866,41
1432,Que Lio,6vpNZMYGeJ3rnwcToI9BQd,salsa,Héctor Lavoe,7opp16lU7VM3l2WBdGMYHP,"['salsa', 'salsa puertorriquena', 'tropical']",2009,277413,0
1433,Oye Como Va,0rsmlyJFeb3qiGxmD3jjEw,salsa,Tito Puente,6SPpCqM8gOzrtICAxN5NuX,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",2012-04-24,272546,0
1434,Me Tienes Loco,6XL4hwSHqO2HyB5NIQzNBO,salsa,Ismael Rivera,788HzQOFhN3mcDo0InBqbJ,"['bomba y plena', 'latin jazz', 'puerto rican folk', 'salsa', 'tropical']",2009,251560,0
1435,No Es Culpa Tuya,6qc93rPrgONyOtJuUfwI5S,salsa,"['Osmani Garcia ""La Voz""', 'Jose El Pillo']","['37G8DfNgO4mQ3PKh5droSo', '2I06U7RnUssiRummXOkZwo']","[['cubaton'], ['cubaton']]",2012-01-17,261013,0
1436,La Negra No Quiere - Radio Version,5Hcy89HKvwWCHCg1lEptJo,salsa,Grupo Niche,1zng9JZpblpk48IPceRWs8,"['latin', 'salsa', 'salsa colombiana', 'tropical']",2010-08-03,189733,23
1437,Dale Gasolina,3wFthZT1E1hmdcxduBJwUy,salsa,Miles Peña,1zXXeWOVa2tZqjcmoNXuMw,[],2003-05-20,250306,10
1438,El Cayuco,3j05qtcQlRIVF0a2DOoO68,salsa,Tito Puente,6SPpCqM8gOzrtICAxN5NuX,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",1991-08-13,155693,40
1439,Soberbio,3O3OBJ8WjWIPc2CjhfPMSV,salsa,Romeo Santos,5lwmRuXgjX8xIwlnauTZIP,"['bachata', 'latin']",2011-11-08,242333,0
1440,Calle Luna Calle Sol,0S2qnVdqf8A8XXt10fWBZL,salsa,"['Willie Colón', 'Héctor Lavoe']","['7x5Slu7yTE5icZjNsc3OzW', '7opp16lU7VM3l2WBdGMYHP']","[['boogaloo', 'salsa', 'tropical'], ['salsa', 'salsa puertorriquena', 'tropical']]",2012-04-10,225493,0
1441,Volverás,1lDIPwwuz2uZV5Nijszh68,salsa,Víctor Manuelle,4N5fp4zhTsVITZTVfsXpc2,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",1996-01-23,326826,29
1442,Dejala,6GHGvSM89aqo1SsSyn1uyq,salsa,"['Tito Gomez', 'Tito Rojas']","['4zq1okwemKSJbZFDQrp7f2', '2kgCV0fFS0wt3q6M5B39nH']","[['mambo', 'salsa', 'salsa international', 'salsa puertorriquena', 'tropical'], ['latin', 'panamanian pop', 'salsa', 'salsa puertorriquena', 'tropical']]",2006-01-01,265866,46
1443,Trucutu,28FigNLC77a3Bg02MErvFK,salsa,Tommy Olivencia y Su Orquesta,60K60Egdxg9rGWcUCI23Qx,"['latin jazz', 'salsa', 'salsa international']",1975,302413,0
1444,Meniando La Cola,558Uteu4dMtu56e6NW5qO7,salsa,Sexappeal,46aJHc5ahjcNZfiS44i1zo,"['dominican pop', 'latin', 'salsa', 'tropical']",2006,245000,19
1445,Monta Mi Caballo,6hhRJuWmCL4pE1TWGZ0JS9,salsa,Oscar D'León,1c84wItoiAe1pEbpJMqUmQ,"['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical']",1996-02-28,241383,0
1446,Tiempo Pa Matar,0XpZx7vHZxDe3fOUmyDSU3,salsa,Willie Colón,7x5Slu7yTE5icZjNsc3OzW,"['boogaloo', 'salsa', 'tropical']",2009,299160,0
1447,Recházame,1NYlRqRkddYFzJTgVUpmwj,salsa,Prince Royce,3MHaV05u0io8fQbZ2XPtlC,"['bachata', 'latin', 'latin hip hop', 'latin pop']",2010,223200,0
1448,Ahora Me Toca A Mí,5WrN98KLi4cMWYLz0MKM4V,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2013-01-01,262560,13
1449,Si Te Vas,6gP2ecGSf52TexVx9TXFYg,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1997-01-01,286133,53
1450,Cántame como ayer,1ud1z8r4THz6MxvpnOtKah,salsa,Issac Delgado,2NssDL7cTwvfQm01xvepBQ,"['latin jazz', 'modern salsa', 'salsa', 'salsa cubana', 'timba', 'tropical']",2005,259266,7
1451,El Negro Esta Cocinando,0id4prYPcy8PkGkbWy4bcP,salsa,Los Van Van,4B5PkQ1wMjo1siTN9yD9Ds,"['cuban rumba', 'cubaton', 'latin jazz', 'musica tradicional cubana', 'salsa', 'salsa cubana']",2003,328253,43
1452,Cómo Te Voy A Olvidar,6ltYnjVswCQtRdxmRjCG35,salsa,Los Ángeles Azules,0ZCO8oVkMj897cKgFH7fRW,"['gruperas inmortales', 'nu-cumbia', 'regional mexican', 'tropical']",2005-01-01,267613,62
1453,La Esencia del Guaguancó,1FwYfo29z5IU4WADsfLaEC,salsa,"['Johnny Pacheco', 'Pete ""El Conde"" Rodriguez']","['09947uhj2ZwU9mFXK5v50o', '1Nl2RRbigQuX1TqV1tSPHa']","[['charanga', 'latin jazz', 'salsa', 'salsa international', 'tropical'], ['boogaloo', 'latin jazz', 'salsa', 'salsa international', 'salsa puertorriquena']]",2010-09-07,246693,0
1454,Aceite Agua (Soy Una Guagua),7lx1WoY9MdBt1AITH8WgHY,salsa,Los Confidenciales,60ASYl6MYXtaQkmHRdrxJl,['cubaton'],2010-09-30,186573,27
1455,Llegaste A Mi,2nIZpaxsp0CKlCg8Okfatq,salsa,Marc Anthony,4wLXwxDeWQ8mtUIRPxGiD6,"['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']",1995-01-01,296066,43
1456,No Me Ames (with Marc Anthony) - Tropical Remix,6gGhJwKch7gVDdxx9RxZj8,salsa,"['Jennifer Lopez', 'Marc Anthony']","['2DlGxzQSjYe5N6G9nkYghR', '4wLXwxDeWQ8mtUIRPxGiD6']","[['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary'], ['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']]",1999-06-28,303573,0
1457,La Guayaba,37bzMS79FS7RjQknm92yQw,salsa,The Latin Brothers,2AiZXMqpVlCDnz3trZbWaK,"['cumbia', 'salsa', 'salsa colombiana', 'tropical']",2006-07-18,254066,0
1458,Caricias Prohibidas,6ygcsyNINY8tSvzKzHiKkJ,salsa,Viti Ruiz,3HpdzWUn8T827FFvfJhioT,['salsa'],1989,321706,60
1459,Enamorado De Ti,0UDABWcgVTZdZeZXPrfzcj,salsa,Willie Gonzalez,2EIZodXJHserIu4pGNfD3Z,"['salsa', 'salsa puertorriquena', 'tropical']",2006-03-30,268240,48
1460,Bendita tu luz - Bachata Version,7lpAjhK1JLF9GnoxQ66wXm,salsa,Maná,7okwEbXzyT2VffBmyQBWLz,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']",2006-05-09,257800,47
1461,El Carretero,3sNO5YDC03WoCQ6nnd15Y7,salsa,Buena Vista Social Club,11kBu957KTYoAltZHDm8gW,"['latin jazz', 'musica tradicional cubana', 'world']",1997-09-16,210060,0
1462,El Niágra En Bicicleta - En Vivo Estadio Olímpico De República Dominicana/2012,210f6k9YxkeQt3ZThb2wxV,salsa,Juan Luis Guerra 4.40,3nlpTZci9O5W8RsNoNH559,"['bachata', 'latin', 'latin pop', 'tropical']",2013-01-01,271813,56
1463,Bamboleo,2FKMIqdrzUkkAuSkdLbMCy,salsa,"['Celia Cruz', 'Fania All Stars']","['2weA6hhVqTIN2gSn9PUB9U', '1OdyhpUABf8avaZ9r8nI1u']","[['cha-cha-cha', 'cuban rumba', 'latin', 'mambo', 'musica tradicional cubana', 'salsa', 'tropical'], ['latin jazz', 'salsa', 'salsa international', 'tropical']]",2012-04-24,327640,0
1464,Yo También (feat. Marc Anthony),5A9AILetvfQg3LHyX5X0pV,salsa,"['Romeo Santos', 'Marc Anthony']","['5lwmRuXgjX8xIwlnauTZIP', '4wLXwxDeWQ8mtUIRPxGiD6']","[['bachata', 'latin'], ['latin', 'latin pop', 'modern salsa', 'salsa', 'tropical']]",2014-02-25,306453,69
1465,Ella Menea,22HTExPWv7s5G06AzFFFpE,salsa,NG2,4xTwV9bMJae4hJ5EGGW9Bj,"['modern salsa', 'salsa puertorriquena']",2008-04-22,269840,38
1466,No Podras Escapar De Mi,0lacKf3kZXbQ1F17QvurMs,salsa,Willie Gonzalez,2EIZodXJHserIu4pGNfD3Z,"['salsa', 'salsa puertorriquena', 'tropical']",2006-03-30,331306,57
1467,Ven devorame otra vez,767y6p0nJG8xPxPaa84Kxc,salsa,Lalo Rodriguez,5LmwELEKyxDFxrbZzR8K4U,"['salsa', 'salsa international', 'salsa puertorriquena', 'tropical']",2007-05-12,312040,42
1468,Tú Me Haces Falta,6yvcpfy4ZuZqISFCYkYO31,salsa,Eddie Santiago,5Wg6XnPTp0xXxFCjywwR9I,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2000-01-01,281720,34
1469,Voy Pa' Encima,6SO2JBKmMgz5XLJIQw4GtN,salsa,Frankie Ruiz,4dLvccxeQIM5u80Ri0u9OV,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']",2006-01-01,255733,14
1470,Por Ti No Morire,15ynWmjWOrQZgt7uJXTiGZ,salsa,Joe Arroyo Y La Verdad,3W6IjoTFGlacw3Mxbn9BsE,"['salsa', 'tropical']",2006-05-01,241733,0
1471,Que Me Lo Den En Vida,5IQuANwW5MknNrpmSrmDEF,salsa,El Gran Combo De Puerto Rico,6nnspeopmJAG07xOxHmqTu,"['boogaloo', 'salsa', 'salsa puertorriquena', 'tropical']",1998,303160,41
