,song_name,song_id,song_genre,url,artist,artist_id,artist_genre,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_,time_signature
0,Mercury Blues,4JvimMcPnSqynW2kDoSDXR,country,https://open.spotify.com/track/4JvimMcPnSqynW2kDoSDXR,Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['contemporary country', 'country', 'country road']",1989,218720,23,0.539,0.735,7,-9.224,1,0.0326,0.346,0.00204,0.05,0.937,172.017,218720,4
1,Break Up in the End,5Z19ylxppfnfdP4JH0u8oj,country,https://open.spotify.com/track/5Z19ylxppfnfdP4JH0u8oj,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,"['contemporary country', 'country', 'country road', 'modern country rock']",2018-08-17,199693,63,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4
2,Don't Get Better Than That,2ruYYd5CAlXujmzomLpweJ,country,https://open.spotify.com/track/2ruYYd5CAlXujmzomLpweJ,LOCASH,5IcGbIAgdns0R5EJKHMjCQ,"['contemporary country', 'country pop', 'country rap', 'country road', 'modern country rock']",2017-12-29,197524,50,0.532,0.917,4,-3.319,1,0.0373,0.0757,1.22e-05,0.0775,0.448,130.036,197525,4
3,Watching Airplanes,63u5QGp9dKXAoYTVKUKBYn,country,https://open.spotify.com/track/63u5QGp9dKXAoYTVKUKBYn,Gary Allan,37W8SKV5Vc8lcGtdyWCA5m,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",2007-01-01,242946,62,0.374,0.711,11,-3.587,1,0.0354,0.547,4.12e-05,0.147,0.468,160.001,242947,4
4,Miss Me More,647MV7NvGdOtq5qNcDdLBL,country,https://open.spotify.com/track/647MV7NvGdOtq5qNcDdLBL,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,"['contemporary country', 'country', 'pop', 'post-teen pop']",2017-11-03,192840,45,0.643,0.708,2,-7.146,1,0.0539,0.0142,0.0,0.0834,0.461,96.039,192840,4
5,Boondocks,3duP6mBVDsHM8ioN7o7dAK,country,https://open.spotify.com/track/3duP6mBVDsHM8ioN7o7dAK,Little Big Town,3CygdxquGHurS7f9LjNLkv,"['contemporary country', 'country', 'country dawn', 'country road']",2005-01-01,272346,70,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,272347,4
6,Tequila,42fw0rxRO2xbesF6mJfd4Y,country,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,"['contemporary country', 'country', 'pop']",2018-06-22,196746,73,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4
7,Po-Dunk,3E4zA2CVysuiMWurr4W9zE,country,https://open.spotify.com/track/3E4zA2CVysuiMWurr4W9zE,Kid Rock,7dOBabd5O4CvKrg4iriHTM,"['alternative metal', 'nu metal']",2017-11-03,271486,47,0.654,0.816,7,-4.172,1,0.12,0.0603,1.81e-05,0.0375,0.526,80.016,271486,4
8,When You Say Nothing At All,46LI9mnlQ8fJHH47ioBubg,country,https://open.spotify.com/track/46LI9mnlQ8fJHH47ioBubg,Alison Krauss & Union Station,0OTnx2X2FDXeewcm72lavT,"['bluegrass', 'folk', 'progressive bluegrass']",1994,261120,64,0.509,0.242,3,-13.353,1,0.0291,0.714,0.000365,0.127,0.448,169.642,261120,4
9,Smoke In Her Eyes,7AnGT6SsidoBRPhaQo8r11,country,https://open.spotify.com/track/7AnGT6SsidoBRPhaQo8r11,Big & Rich,0oBEeN6BCxEgMogzThqrPf,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-09-15,191933,0,0.622,0.762,9,-4.868,1,0.0317,0.0291,0.0,0.337,0.635,110.009,191933,4
10,The Weekend,48tAdjG4ng2JfECa7OQujk,country,https://open.spotify.com/track/48tAdjG4ng2JfECa7OQujk,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2017-01-27,187760,63,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,187760,4
11,Lonely Call,2Wj1AZdBPMA1mkuuoTfOPg,country,https://open.spotify.com/track/2Wj1AZdBPMA1mkuuoTfOPg,RaeLynn,5dMnvpYEfXvSexjwnSRH5n,"['alt z', 'contemporary country', 'country pop', 'deep talent show']",2017-03-24,224106,61,0.588,0.722,6,-4.667,1,0.0289,0.0663,0.0,0.0721,0.243,145.931,224107,4
12,She Don't Know She's Beautiful,3rvVhgG1inZCtQ1Qf0V5SA,country,https://open.spotify.com/track/3rvVhgG1inZCtQ1Qf0V5SA,Sammy Kershaw,3tkZthBATD0S45hm1DmB2O,"['country', 'country road', 'country rock']",1993-01-01,174626,0,0.764,0.646,9,-9.349,1,0.0305,0.35,0.0,0.0823,0.886,116.115,174627,4
13,One Summer,0l7Q1R6vZAPocVR5BQ80nj,country,https://open.spotify.com/track/0l7Q1R6vZAPocVR5BQ80nj,Austin Burke,5jfImMkUYyViFJrhdfYt1c,"['contemporary country', 'country pop']",2018-08-03,230213,40,0.624,0.822,7,-4.434,1,0.034,0.0741,0.0,0.332,0.37,120.059,230213,4
14,Love Me Or Leave Me Alone (feat. Karen Fairchild),06n8e1GbmK3b7ZHv20N8Jl,country,https://open.spotify.com/track/06n8e1GbmK3b7ZHv20N8Jl,"['Dustin Lynch', 'Karen Fairchild']","['1dID9zgn0OV0Y8ud7Mh2tS', '3RXtieA0L2l22SWlOUMNca']","[['contemporary country', 'country', 'country road', 'modern country rock'], []]",2017-09-08,245080,49,0.509,0.44,9,-7.671,1,0.0259,0.592,2.44e-06,0.364,0.267,101.679,245080,3
15,Leave Me Alone,6OI4kx6HcKUAgZKGr9IlXg,country,https://open.spotify.com/track/6OI4kx6HcKUAgZKGr9IlXg,Tyler Braden,63wjVVauFUQ4gBw6QXTT5N,"['contemporary country', 'country pop']",2018-07-20,196591,54,0.403,0.617,0,-7.02,0,0.0337,0.00783,0.0,0.148,0.204,150.064,196592,4
16,Chills,4fT0lwTnwXN5Qg5vSPyq0u,country,https://open.spotify.com/track/4fT0lwTnwXN5Qg5vSPyq0u,James Barker Band,54lUDwCk35ihJuK3yJCqHA,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country pop', 'country road', 'modern country rock']",2017-04-21,188373,55,0.657,0.798,8,-5.98,0,0.0445,0.147,0.0,0.117,0.448,116.032,188373,4
17,Only in America,60OYLqg97AaTov6Kd4VZFr,country,https://open.spotify.com/track/60OYLqg97AaTov6Kd4VZFr,Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,"['contemporary country', 'country', 'country road', 'country rock']",1991,269466,0,0.527,0.903,4,-5.548,1,0.0399,0.048,0.0104,0.654,0.728,137.721,269467,4
18,Nothin' Like You,4W38RXuQNuoTSwVsQA1OGC,country,https://open.spotify.com/track/4W38RXuQNuoTSwVsQA1OGC,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,"['contemporary country', 'country', 'pop']",2014-04-01,186253,62,0.589,0.704,4,-4.772,1,0.0303,0.151,0.0,0.067,0.437,84.956,186253,4
19,I'm Comin' Over,0H04yVa3DJxoXbLBpAb7iV,country,https://open.spotify.com/track/0H04yVa3DJxoXbLBpAb7iV,Chris Young,4BYxqVkZyFjtik7crYLg5Q,"['contemporary country', 'country', 'country road', 'modern country rock']",2015-11-13,197280,68,0.575,0.845,10,-3.838,1,0.035,0.0282,0.0,0.0814,0.376,127.997,197280,4
20,Love Wins,4XWnHzCRfRjaHRsTNeh3WR,country,https://open.spotify.com/track/4XWnHzCRfRjaHRsTNeh3WR,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",2018-09-14,228640,53,0.523,0.865,7,-4.697,1,0.0989,0.0112,0.0,0.153,0.325,135.115,228640,4
21,Goin' Through The Big D,4s6Q9zPmiYcpo5MR7uoVnt,country,https://open.spotify.com/track/4s6Q9zPmiYcpo5MR7uoVnt,Mark Chesnutt,2cNV8vNe2fPFf6OfGOBbSS,"['country', 'country road', 'country rock']",1996-01-01,155493,55,0.566,0.861,10,-7.543,1,0.0365,0.143,0.000213,0.0817,0.862,173.793,155493,5
22,Yesterday's Song,6hOHH3nj5VI7IskIUic0WQ,country,https://open.spotify.com/track/6hOHH3nj5VI7IskIUic0WQ,Hunter Hayes,7H6dkUChT5EoOQtUVMg4cN,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",2016-09-23,223971,1,0.571,0.903,1,-4.101,1,0.0538,0.000808,0.0,0.292,0.738,128.011,223971,4
23,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,country,https://open.spotify.com/track/1cktZnxiONH0hR6Q3DKy8h,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,"['contemporary country', 'country', 'country road']",2011-01-01,191306,73,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,191307,4
24,I'll Name the Dogs,609qKv3KPAbdtp0LQH2buA,country,https://open.spotify.com/track/609qKv3KPAbdtp0LQH2buA,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,"['contemporary country', 'country', 'country road', 'oklahoma country']",2017-11-03,183640,62,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,183640,4
25,All-American Girl,2dRPQFwPqAmc42mDRnsDQu,country,https://open.spotify.com/track/2dRPQFwPqAmc42mDRnsDQu,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",2007-10-23,212173,61,0.624,0.805,9,-2.632,1,0.029,0.0466,0.0,0.328,0.77,123.991,212173,4
26,Small Town Saturday Night,7uLQTOxQ3nwwoHuxwt2AHJ,country,https://open.spotify.com/track/7uLQTOxQ3nwwoHuxwt2AHJ,Hal Ketchum,6Pys4xsyQVA5ZjkN2Ka2S7,"['country', 'country rock']",1991-04-29,177986,64,0.627,0.697,8,-6.61,1,0.0266,0.218,0.0,0.0733,0.933,154.086,177987,4
27,Simple Man,4O7sDupv5V7qEBk96qOZyi,country,https://open.spotify.com/track/4O7sDupv5V7qEBk96qOZyi,The Charlie Daniels Band,12d4iIvTOk7JkI6ecvc3ca,"['classic rock', 'country', 'country rock', 'southern rock']",1989-10-17,202506,59,0.592,0.383,9,-13.076,1,0.0494,0.654,0.0,0.0982,0.485,78.954,202507,4
28,Even If It Breaks Your Heart,0Nu9WA8kEbBWEsay2s8Q0U,country,https://open.spotify.com/track/0Nu9WA8kEbBWEsay2s8Q0U,Eli Young Band,6eKWqnckwdIlSnjaYgIyxv,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']",2011-01-01,220520,67,0.495,0.527,0,-4.742,1,0.0351,0.000159,0.0163,0.1,0.574,208.067,220520,4
29,It Goes Like This,6GsAD8PgHxmEuIPTG8GP3M,country,https://open.spotify.com/track/6GsAD8PgHxmEuIPTG8GP3M,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['contemporary country', 'country', 'country road', 'modern country rock']",2013-01-01,186080,63,0.543,0.837,11,-6.448,1,0.0608,0.117,0.0,0.0872,0.506,168.056,186080,4
30,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,country,https://open.spotify.com/track/06gD2ZtK3Dzc1BYqWExQJJ,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,"['contemporary country', 'outlaw country']",2017-05-05,180906,71,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,180907,4
31,Peter Pan,5522Ut7YYZSv2TjLMLIpEU,country,https://open.spotify.com/track/5522Ut7YYZSv2TjLMLIpEU,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,"['contemporary country', 'country', 'pop', 'post-teen pop']",2015-03-10,200040,41,0.515,0.6,1,-7.172,1,0.03,0.0442,0.0,0.192,0.527,76.473,200040,4
32,Found You,4iLeL1aYGcQBsYcWIhXIUO,country,https://open.spotify.com/track/4iLeL1aYGcQBsYcWIhXIUO,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,"['contemporary country', 'country road']",2017-10-06,191733,57,0.46,0.821,4,-5.333,0,0.0404,0.0528,0.0,0.0818,0.438,164.144,191733,4
33,Breakup Sex,1zMlCzXYSXlNAEIZVpr5CZ,country,https://open.spotify.com/track/1zMlCzXYSXlNAEIZVpr5CZ,Hunter Phelps,3TiUMPXO9xfV406Vv8qYXq,"['contemporary country', 'country pop']",2017-02-03,191510,48,0.55,0.736,11,-3.561,0,0.0338,0.0176,3.11e-05,0.223,0.365,131.98,191510,4
34,Humble And Kind,4Pn0JlCUusD2QHjADuOzuV,country,https://open.spotify.com/track/4Pn0JlCUusD2QHjADuOzuV,Tim McGraw,6roFdX1y5BYSbp60OTJWMd,"['contemporary country', 'country', 'country road']",2015-01-01,259266,69,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267,3
35,This Night Back,2N2EoS0dVmkNT0tfI0OYUA,country,https://open.spotify.com/track/2N2EoS0dVmkNT0tfI0OYUA,Canaan Smith,0q2lY1ZzFckzciuoMtUvck,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2017-09-15,184155,47,0.584,0.854,9,-4.918,1,0.0399,0.192,0.0,0.146,0.558,160.195,184156,4
36,One Shot,68lDOwyMitLVn7fuZD1ggl,country,https://open.spotify.com/track/68lDOwyMitLVn7fuZD1ggl,Hunter Hayes,7H6dkUChT5EoOQtUVMg4cN,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",2018-08-24,150893,0,0.688,0.757,1,-5.202,0,0.0612,0.0523,0.0,0.0902,0.941,120.031,150893,4
37,Never Be the Same (feat. Kane Brown),0xk4woi8ENN8VWFDZTcF8h,country,https://open.spotify.com/track/0xk4woi8ENN8VWFDZTcF8h,"['Camila Cabello', 'Kane Brown']","['4nDoRrQiYLoBzwC5BhVJzF', '3oSJ7TBVCWMDMiYjXNiCKE']","[['dance pop', 'electropop', 'pop', 'post-teen pop'], ['contemporary country', 'country road']]",2018-04-27,225539,51,0.6,0.671,0,-4.875,1,0.0893,0.238,0.0,0.164,0.25,129.782,225539,4
38,19 Somethin' - Greatest Hits Version,0ElpjZyX8YBiXuYcDC1Ci9,country,https://open.spotify.com/track/0ElpjZyX8YBiXuYcDC1Ci9,Mark Wills,0dlwjJe4kg9TgOMN184bJF,"['contemporary country', 'country', 'country road']",2002-01-01,200466,61,0.58,0.816,4,-5.165,1,0.0726,0.132,0.0,0.0776,0.814,89.938,200467,4
39,Round Here,5T6DM9qjjngWnukcw0svkX,country,https://open.spotify.com/track/5T6DM9qjjngWnukcw0svkX,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2012-01-01,215120,65,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4
40,My Kinda Party,215FCyLSBcXeX0NASXEjyn,country,https://open.spotify.com/track/215FCyLSBcXeX0NASXEjyn,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,"['contemporary country', 'country', 'country road']",2010-11-02,284960,64,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,284960,4
41,Brand New Girlfriend,4mpUaApNea2QhQshM4xyr4,country,https://open.spotify.com/track/4mpUaApNea2QhQshM4xyr4,Steve Holy,0iYwcf0XreyCAswJOJMOII,"['contemporary country', 'country', 'country road', 'modern country rock']",2006-08-08,220186,56,0.669,0.861,2,-3.547,1,0.0929,0.0273,0.0,0.0586,0.72,133.82,220187,4
42,Three Wooden Crosses,1S4fpfX2u0hzFD9vb6FEB6,country,https://open.spotify.com/track/1S4fpfX2u0hzFD9vb6FEB6,Randy Travis,1pTuR132U5b4Rizal2Pr7m,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock']",2015-04-21,201266,62,0.523,0.501,1,-9.276,1,0.0366,0.459,0.0,0.0818,0.391,158.179,201267,4
43,Meant to Be (feat. Florida Georgia Line),4e4fqjx0Izh4svvTef1z7e,country,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,"['Bebe Rexha', 'Florida Georgia Line']","['64M6ah0SkkRsnPGtGiRAbb', '3b8QkneNDz4JHKKKlLgYZg']","[['dance pop', 'electropop', 'pop', 'post-teen pop'], ['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",2018-06-22,164205,70,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205,4
44,Wacky Tobaccy,5pvPRmTbfhhpGJweKDJE7G,country,https://open.spotify.com/track/5pvPRmTbfhhpGJweKDJE7G,Toby Keith,2bA6fzP0lMAQ4kz6CF61w8,"['contemporary country', 'country', 'country road', 'oklahoma country']",2017-07-21,183080,24,0.764,0.914,4,-5.68,1,0.0514,0.124,0.0,0.338,0.873,109.0,183080,4
45,Bleachers,1pa7g1J3vUYRrcg5GRTZdK,country,https://open.spotify.com/track/1pa7g1J3vUYRrcg5GRTZdK,Jillian Jacqueline,5GDZ6xhBwk7Yja97CFLmV7,"['contemporary country', 'country pop']",2017-09-22,172626,0,0.682,0.746,2,-5.113,1,0.0621,0.0216,0.0,0.289,0.629,99.012,172627,4
46,From Where I'm Standing,6EUEnvlcNhfkWhZFy0GZI5,country,https://open.spotify.com/track/6EUEnvlcNhfkWhZFy0GZI5,Curtis Grimes,21NiIObyfGUR3UPql6UrkP,"['country pop', 'country road', 'modern country rock', 'red dirt', 'texas country']",2016-11-18,191840,0,0.597,0.685,3,-6.163,1,0.0271,0.655,2.6e-06,0.121,0.49,137.973,191840,4
47,Your Man,1WzAeadSKJhqykZFbJNmQv,country,https://open.spotify.com/track/1WzAeadSKJhqykZFbJNmQv,Josh Turner,7vCtweS8UVAXTyau2j0rDT,"['contemporary country', 'country', 'country road', 'modern country rock']",2006,211893,72,0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,211893,4
48,Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,country,https://open.spotify.com/track/7px4t7HGiuMUvFkEOpZEwp,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,"['contemporary country', 'country', 'country road']",2015-11-06,191826,63,0.498,0.804,11,-3.995,1,0.0332,0.125,0.0,0.167,0.697,166.054,191827,4
49,In the Blood,77Y57qRJBvkGCUw9qs0qMg,country,https://open.spotify.com/track/77Y57qRJBvkGCUw9qs0qMg,John Mayer,0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",2017-04-14,243666,64,0.546,0.655,8,-6.526,1,0.0255,0.386,1.04e-05,0.0983,0.518,80.007,243667,4
50,Whoever Broke Your Heart,48soTbO64fT2Xw3xxvAXY5,country,https://open.spotify.com/track/48soTbO64fT2Xw3xxvAXY5,Murphy Elmore,2xAybx0jf6AnUy9I0kO0g9,"['contemporary country', 'country pop']",2017-04-07,194481,0,0.479,0.745,6,-5.207,1,0.038,0.036,0.0,0.229,0.646,155.904,194482,4
51,Skin & Bones,3oRN2kgSMJOi9hOrXMdE96,country,https://open.spotify.com/track/3oRN2kgSMJOi9hOrXMdE96,Eli Young Band,6eKWqnckwdIlSnjaYgIyxv,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']",2017-06-16,239533,53,0.486,0.724,5,-7.42,1,0.0275,0.109,0.0024,0.344,0.437,176.037,239533,4
52,Stealing Cinderella,6aOdhGqD0xuFM0OauOedNl,country,https://open.spotify.com/track/6aOdhGqD0xuFM0OauOedNl,Chuck Wicks,696fbyLHSMBSYjDrDU5yiK,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2008,242986,50,0.486,0.394,8,-8.728,1,0.0305,0.454,1.62e-05,0.122,0.32,69.467,242987,4
53,Thunder in the Rain,1A8s182NfOT6dOXjPsWfTn,country,https://open.spotify.com/track/1A8s182NfOT6dOXjPsWfTn,Kane Brown,3oSJ7TBVCWMDMiYjXNiCKE,"['contemporary country', 'country road']",2016-12-02,164920,53,0.549,0.877,6,-5.008,1,0.0317,0.000555,0.0,0.0969,0.377,110.963,164920,4
54,Parallel Line,567gPvGfxxKoZxDKqM9tEl,country,https://open.spotify.com/track/567gPvGfxxKoZxDKqM9tEl,Keith Urban,0u2FHSq3ln94y5Q57xazwf,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",2018-04-27,253084,61,0.621,0.477,0,-5.284,1,0.0334,0.202,0.0,0.215,0.481,81.976,253084,4
55,I Should Go to Church Sometime,5J9Pv419YAs6C45qmrXmxK,country,https://open.spotify.com/track/5J9Pv419YAs6C45qmrXmxK,Tyler Farr,3vHV92ecrylnUHDM4d2MtC,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']",2017-04-28,188186,48,0.553,0.64,2,-5.058,1,0.0478,0.0779,0.00017,0.109,0.137,139.971,188187,4
56,End Up With You,5XIrB4tNKqmGxtVbYpTllz,country,https://open.spotify.com/track/5XIrB4tNKqmGxtVbYpTllz,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",2018-09-14,193360,51,0.567,0.562,10,-4.226,0,0.0571,0.00488,0.0,0.0661,0.522,92.808,193360,4
57,Yeah,43lL05gZ1DqG4YJ74rCPmM,country,https://open.spotify.com/track/43lL05gZ1DqG4YJ74rCPmM,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock']",2013-10-08,231026,59,0.404,0.845,11,-4.647,1,0.049,0.00637,1.34e-05,0.357,0.591,165.703,231027,4
58,"Honey, I'm Home",2lvJIKJYyV9gkQVN1NoSMg,country,https://open.spotify.com/track/2lvJIKJYyV9gkQVN1NoSMg,Shania Twain,5e4Dhzv426EvQe3aDb64jL,"['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn', 'dance pop']",1997,213200,0,0.645,0.747,4,-5.747,1,0.0888,0.12,0.0,0.135,0.815,80.287,213200,4
59,Take It From Me,3dCZm5HrG0jIXAHfNkg2H0,country,https://open.spotify.com/track/3dCZm5HrG0jIXAHfNkg2H0,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,['contemporary country'],2018-03-23,174254,67,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4
60,Rain Is A Good Thing,1YhFtqwcN138S6ng3MT1nN,country,https://open.spotify.com/track/1YhFtqwcN138S6ng3MT1nN,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,"['contemporary country', 'country', 'country road']",2009-01-01,176160,66,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4
61,Believe,7Iykxm9uV9n1Z9mKMc3N2h,country,https://open.spotify.com/track/7Iykxm9uV9n1Z9mKMc3N2h,Brooks & Dunn,0XKOBt59crntr7HQXXO8Yz,"['contemporary country', 'country', 'country road', 'country rock']",1991,338520,0,0.598,0.223,9,-9.842,1,0.0365,0.782,9.76e-05,0.102,0.211,117.308,338520,4
62,Billions,3EyixzHY3pQOGJH1spPKRv,country,https://open.spotify.com/track/3EyixzHY3pQOGJH1spPKRv,Russell Dickerson,1E2AEtxaFaJtH0lO7kgNKw,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-10-13,198000,0,0.552,0.77,1,-4.948,1,0.0561,0.0751,0.0,0.21,0.576,160.072,198000,4
63,What Ever Happened,6K2DEAxxbtp7yAsvqYzgOn,country,https://open.spotify.com/track/6K2DEAxxbtp7yAsvqYzgOn,The Swon Brothers,1nf0nRF0W4ybnJdda00pKY,"['contemporary country', 'country pop', 'oklahoma country']",2018-02-23,220010,27,0.648,0.873,7,-4.582,0,0.0511,0.062,3.65e-06,0.163,0.525,120.036,220011,4
64,You're Drunk,3sAmnQGObkWOjQqxt5VLeW,country,https://open.spotify.com/track/3sAmnQGObkWOjQqxt5VLeW,Brandy Clark,5vMAKlvvMNSRQRYCAvpG6S,"['contemporary country', 'country pop', 'queer country']",2017-07-14,167489,26,0.72,0.864,5,-4.138,0,0.0475,0.0977,0.00137,0.106,0.853,78.879,167490,4
65,Too Much Fun,38CnG9HxpVtqXVqpESBr6H,country,https://open.spotify.com/track/38CnG9HxpVtqXVqpESBr6H,Daryle Singletary,1mQ9wgWshECdFsDbT7ATzT,"['country', 'country road', 'country rock']",1995-05-20,165600,53,0.681,0.888,7,-4.635,1,0.0656,0.124,1.46e-06,0.573,0.797,151.785,164165,4
66,Goodbye Earl,4HN6Eun4JnXnjaQ8b1J1MS,country,https://open.spotify.com/track/4HN6Eun4JnXnjaQ8b1J1MS,The Chicks,25IG9fa7cbdmCIy3OnuH57,"['country', 'country dawn']",1998-01-27,258640,0,0.705,0.7,0,-7.38,1,0.0295,0.0192,0.0,0.0755,0.765,122.842,258640,4
67,Doin' Fine,6nqvInlnaMzEzaw4s0zbee,country,https://open.spotify.com/track/6nqvInlnaMzEzaw4s0zbee,Lauren Alaina,1v3tdpIdBSW14rHUfiEVOv,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']",2017-01-27,199906,60,0.439,0.752,8,-4.143,1,0.0375,0.116,0.0,0.133,0.456,166.051,199907,4
68,Memory Won't Let Me,3GzKRcrUxAwwAYt47Of3N4,country,https://open.spotify.com/track/3GzKRcrUxAwwAYt47Of3N4,Brett Young,0fiWOxhsBsQQvFDtxUQWo0,['contemporary country'],2017-02-10,211546,44,0.591,0.724,6,-5.871,1,0.0491,0.00744,0.0,0.106,0.504,102.003,211547,4
69,What Was I Thinkin',0r8iDf65NHgFgZOGLwj5r8,country,https://open.spotify.com/track/0r8iDf65NHgFgZOGLwj5r8,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,"['contemporary country', 'country', 'country road']",2003-01-01,260826,69,0.551,0.825,5,-6.24,0,0.044,0.152,6.2e-06,0.0999,0.933,164.857,260827,4
70,Guns & Roses,5UJWS1fXHh3zfmM2tjEnuX,country,https://open.spotify.com/track/5UJWS1fXHh3zfmM2tjEnuX,Drew Baldridge,08qaG5crPMPF7i0h2wORk5,"['contemporary country', 'country pop']",2017-09-01,171600,31,0.633,0.882,11,-5.12,1,0.0646,0.0125,0.0,0.152,0.722,156.028,171600,4
71,Some Girls Do,37JPdGgYcQAJSElj5boJx8,country,https://open.spotify.com/track/37JPdGgYcQAJSElj5boJx8,Sawyer Brown,50hFWG3MaUUX5phNrrVc97,"['country', 'country road', 'country rock']",1992-01-06,194320,58,0.64,0.852,2,-6.406,1,0.028,0.0907,0.0,0.151,0.903,139.949,194320,4
72,Unforgettable,30MM5jWpUmOxtTNd9Ey5LZ,country,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-09-08,157080,69,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4
73,"Next To You, Next To Me",37KWffCdnLyHqvhugCQNM6,country,https://open.spotify.com/track/37KWffCdnLyHqvhugCQNM6,Shenandoah,36eTeLNx8ErucrEyRm6JOo,"['country', 'country road', 'country rock']",1996-01-01,205733,56,0.65,0.712,8,-8.25,1,0.0253,0.418,2.28e-05,0.04,0.921,94.292,205733,4
