,song_name,song_id,song_genre,url,artist,artist_id,artist_genre,release_date,duration_ms,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_,time_signature
242,On My Way to You,1Xa0gIAsmt1vRlo2fXPZEr,country,https://open.spotify.com/track/1Xa0gIAsmt1vRlo2fXPZEr,Cody Johnson,6zLBxLdl60ekBLpawtT63I,"['contemporary country', 'country road', 'texas country']",2018-08-10,213305,33,0.395,0.541,1,-5.484,1,0.0319,0.319,3.03e-05,0.0857,0.237,80.365,213305,4
243,What Ifs (feat. Lauren Alaina),7zVCrzzEJU7u24sbJPXA5W,country,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W,"['Kane Brown', 'Lauren Alaina']","['3oSJ7TBVCWMDMiYjXNiCKE', '1v3tdpIdBSW14rHUfiEVOv']","[['contemporary country', 'country road'], ['contemporary country', 'country', 'country dawn', 'country pop', 'country road', 'modern country rock']]",2016-12-02,188253,73,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,188253,4
244,Drowns The Whiskey (feat. Miranda Lambert),2dwoqUYTy6SOy1dFqcTndC,country,https://open.spotify.com/track/2dwoqUYTy6SOy1dFqcTndC,"['Jason Aldean', 'Miranda Lambert']","['3FfvYsEGaIb52QPXhg4DcH', '66lH4jAE7pqPlOlzUKbwA0']","[['contemporary country', 'country', 'country road'], ['contemporary country', 'country', 'country dawn', 'country road']]",2018-04-13,202066,64,0.552,0.698,8,-4.817,1,0.0306,0.294,0.000103,0.0905,0.6,90.006,202067,4
245,Yes!,1PrZOkFxJqTZAH8P3x87hW,country,https://open.spotify.com/track/1PrZOkFxJqTZAH8P3x87hW,Chad Brock,24VF2kZrBFn1WvJ5oF1SRf,"['country', 'country road']",2000,206733,46,0.674,0.623,2,-5.97,1,0.0283,0.00408,5.61e-05,0.0488,0.452,126.547,206733,4
246,Something to Be Proud Of,4D8uIY6Wzj7dJDaw0dW0UF,country,https://open.spotify.com/track/4D8uIY6Wzj7dJDaw0dW0UF,Montgomery Gentry,3bGXaFVQLASmDMdjjeJr8a,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2004-05-18,256600,64,0.645,0.693,0,-6.481,1,0.0344,0.0811,1.22e-05,0.175,0.553,97.555,256600,4
247,Letters from Home,15cGdiAHmezm0P04jVAjMo,country,https://open.spotify.com/track/15cGdiAHmezm0P04jVAjMo,John Michael Montgomery,7mPcfx7PhnBh6n4HMCd61A,"['contemporary country', 'country', 'country road', 'country rock']",2004-04-20,267533,57,0.644,0.626,0,-7.243,1,0.0258,0.367,5.78e-06,0.155,0.388,128.029,267533,4
248,Love You Too Late,52MNypbTWiwybwzhXvsPk5,country,https://open.spotify.com/track/52MNypbTWiwybwzhXvsPk5,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,"['contemporary country', 'country', 'country road', 'modern country rock']",2018-08-17,204720,61,0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720,4
249,Three Chords & The Truth,4ruSkRHMQKBPtYAYpMf0oR,country,https://open.spotify.com/track/4ruSkRHMQKBPtYAYpMf0oR,Chase Rice,6pBNfggcZZDCmb0p92OnGn,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-11-17,234186,51,0.44,0.889,8,-4.723,1,0.0462,0.0275,0.0,0.143,0.409,166.074,234187,4
250,Chicks Dig It - Single Edit,0nprj2O0teCglthuhzTG5o,country,https://open.spotify.com/track/0nprj2O0teCglthuhzTG5o,Chris Cagle,1zhIzONVRlTfD1VQRauHMl,"['contemporary country', 'country', 'country road', 'modern country rock']",2003-01-01,210560,59,0.596,0.921,7,-4.987,1,0.0504,0.0221,0.0,0.303,0.703,104.024,210560,4
251,When I Said I Do (with Lisa Hartman Black),6NBaOUmCVpNAaqBDFiJkCn,country,https://open.spotify.com/track/6NBaOUmCVpNAaqBDFiJkCn,"['Clint Black', 'Lisa Hartman Black']","['3Ay15wt0QChT4Kapsuw5Jt', '6vSo8MOzgy8fBHPyFuq0Iv']","[['country', 'country road', 'country rock'], []]",2001-11-19,268960,52,0.507,0.411,10,-8.657,1,0.0276,0.308,0.0,0.106,0.184,102.806,268960,3
252,I'd Be Jealous Too,7rdK9NSJIRBZAiXC0vuBS9,country,https://open.spotify.com/track/7rdK9NSJIRBZAiXC0vuBS9,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-09-08,185706,60,0.716,0.718,0,-5.355,1,0.0293,0.0896,0.0,0.473,0.537,100.934,185707,4
253,Unlove You,3DeLvrawPtl8wSupXgTlSh,country,https://open.spotify.com/track/3DeLvrawPtl8wSupXgTlSh,Jennifer Nettles,2WV4xLQooFalR2cit0XSKp,"['contemporary country', 'country', 'country dawn']",2016-05-13,234440,51,0.388,0.416,0,-7.344,1,0.0325,0.49,1.86e-05,0.0695,0.111,137.66,234440,3
254,Consider Me Gone,0fNCLvSVUEK7NTwhu5vk5B,country,https://open.spotify.com/track/0fNCLvSVUEK7NTwhu5vk5B,Reba McEntire,02rd0anEWfMtF7iMku9uor,"['contemporary country', 'country', 'country dawn', 'country rock', 'oklahoma country']",2009-01-01,218053,55,0.587,0.732,8,-3.851,1,0.0296,0.098,0.0,0.0917,0.453,97.031,218053,4
255,Fix a Drink,0s6OWiWGuiCcm1Muzch5A8,country,https://open.spotify.com/track/0s6OWiWGuiCcm1Muzch5A8,Chris Janson,60gmlHZmT16wiO9GiXKYK9,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-09-22,188933,64,0.563,0.887,1,-5.013,1,0.0857,0.0297,0.0,0.352,0.794,158.05,188933,4
256,Sunshine & Whiskey,6aNwDe5YH5YUPlpHkku52w,country,https://open.spotify.com/track/6aNwDe5YH5YUPlpHkku52w,Frankie Ballard,0dvKgSdNB2U1gfp6ZcekYi,"['contemporary country', 'country', 'country road', 'modern country rock']",2014-04-03,182400,67,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.754,92.983,182400,4
257,Tulsa Time,0cThXovxrvU68JuzYUXhJT,country,https://open.spotify.com/track/0cThXovxrvU68JuzYUXhJT,Don Williams,4Ti0EKl2PVEms2NRMVGqNe,"['classic country pop', 'country', 'country rock']",1978-08-23,195346,60,0.916,0.57,4,-13.011,1,0.0334,0.458,0.000721,0.0595,0.957,104.415,195347,4
258,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,country,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n,Thomas Rhett,6x2LnllRG5uGarZMsD4iO8,"['contemporary country', 'country', 'country road', 'modern country rock']",2015-01-01,227426,74,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4
259,Guitar Town,62ZRHYSOIT9WeZnz18kTHS,country,https://open.spotify.com/track/62ZRHYSOIT9WeZnz18kTHS,Steve Earle,2UBTfUoLI07iRqGeUrwhZh,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']",1986-01-01,155266,59,0.661,0.496,7,-15.53,1,0.0357,0.229,0.0,0.0753,0.948,165.549,155267,4
260,Little Man,7g6rfMPGnt8dFmnnRHRl1U,country,https://open.spotify.com/track/7g6rfMPGnt8dFmnnRHRl1U,Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['contemporary country', 'country', 'country road']",1998-08-31,267093,33,0.705,0.437,1,-11.432,1,0.0291,0.233,2.29e-06,0.0967,0.372,119.798,267093,4
261,Don't It,4iLPK8QnOvqm0Azbsk2GDn,country,https://open.spotify.com/track/4iLPK8QnOvqm0Azbsk2GDn,Billy Currington,1By9QBFnjZAoI83BZppHlt,"['contemporary country', 'country', 'country road']",2015-06-02,189000,63,0.571,0.826,1,-4.475,1,0.0362,0.0446,0.0,0.343,0.713,90.966,189000,4
262,What Might Have Been,04F6rARD2mv4JiT8WglIDz,country,https://open.spotify.com/track/04F6rARD2mv4JiT8WglIDz,Little Texas,5CCf77sKGlTdfIiIDaVScj,"['country', 'country road', 'country rock']",1993,238800,51,0.621,0.201,7,-15.112,1,0.0296,0.623,0.0,0.131,0.146,130.627,238800,4
263,The Way You Love Me,6vgN6KGstss0GnBbKlMNK9,country,https://open.spotify.com/track/6vgN6KGstss0GnBbKlMNK9,Faith Hill,25NQNriVT2YbSW80ILRWJa,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop rock']",1999-11-09,186066,59,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,186067,4
264,She Thinks She Needs Me,5Eph6Vs0PftspPXZqlVN2y,country,https://open.spotify.com/track/5Eph6Vs0PftspPXZqlVN2y,Andy Griggs,7CyJIUpcWZK2zFM6gKLKvD,"['country', 'country road']",2004,239000,46,0.497,0.568,0,-7.67,1,0.0285,0.0788,0.0,0.223,0.386,138.107,239000,4
265,I Could Kick Your Ass,6APx8Wqrsplu8sThFqutwn,country,https://open.spotify.com/track/6APx8Wqrsplu8sThFqutwn,Justin Moore,30e8DmahrEamvLbFRPdWmk,"['arkansas country', 'contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2009-01-01,193480,52,0.45,0.655,1,-5.508,1,0.0386,0.0122,1.32e-05,0.128,0.555,128.665,193480,4
266,Undo It,1Fo2N5iXRi37maMboaig7O,country,https://open.spotify.com/track/1Fo2N5iXRi37maMboaig7O,Carrie Underwood,4xFUf1FHVy696Q1JQZMTRj,"['contemporary country', 'country', 'country dawn', 'country road', 'oklahoma country', 'post-teen pop']",2009,177253,57,0.476,0.84,2,-2.259,1,0.058,0.11,0.0,0.046,0.648,156.254,177253,4
267,The Whiskey Ain't Workin' (feat. Marty Stuart),4Mncwn3GoNWdyXLWrcRJpW,country,https://open.spotify.com/track/4Mncwn3GoNWdyXLWrcRJpW,"['Travis Tritt', 'Marty Stuart']","['2M4Yt7oKGoYd0wqU44k4i2', '3OyGv7XUYQwQgECYSzJhyO']","[['contemporary country', 'country', 'country road', 'country rock', 'outlaw country'], ['country', 'country rock']]",1991,159880,44,0.667,0.632,7,-9.258,1,0.0272,0.261,0.0,0.268,0.893,124.011,159880,4
268,She Won't Be Lonely Long,0158TMiGmHyibaDeaUKayX,country,https://open.spotify.com/track/0158TMiGmHyibaDeaUKayX,Clay Walker,4MPkNgar5uTd8Sqvrr7par,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']",2010-06-08,209253,63,0.635,0.758,7,-5.772,1,0.0243,0.00643,0.0,0.229,0.322,113.002,209253,4
269,Must've Never Met You,6ojicjDYUUoeE1tdSvfFo4,country,https://open.spotify.com/track/6ojicjDYUUoeE1tdSvfFo4,Luke Combs,718COspgdWOnwOFpJHRZHS,['contemporary country'],2018-06-01,198880,68,0.455,0.892,6,-3.218,1,0.0564,0.00951,0.0,0.143,0.641,75.218,198880,4
270,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,country,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,"['contemporary country', 'country pop']",2017-02-01,165386,76,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.938,165387,4
271,Gone,71lXNAROGX1zo6tX0MSnCS,country,https://open.spotify.com/track/71lXNAROGX1zo6tX0MSnCS,Montgomery Gentry,3bGXaFVQLASmDMdjjeJr8a,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2004-05-18,250040,51,0.647,0.901,7,-5.138,1,0.0437,0.0172,1.35e-06,0.0527,0.581,118.957,250040,4
272,The Bluest Eyes In Texas,1vYf97tjbKVPXHK4oQPU0T,country,https://open.spotify.com/track/1vYf97tjbKVPXHK4oQPU0T,Restless Heart,0FcmRWJUfnCuwoXE1H2b0H,"['country', 'country rock']",1998-05-01,285560,47,0.641,0.561,10,-9.09,1,0.0273,0.556,0.0,0.0758,0.512,113.932,285560,4
273,Stay,0jn2XqaHliEpWd04ZykIHy,country,https://open.spotify.com/track/0jn2XqaHliEpWd04ZykIHy,Sugarland,0hYxQe3AK5jBPCr5MumLHD,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",2006-01-01,284426,63,0.549,0.284,4,-8.383,1,0.0388,0.774,0.0,0.105,0.389,135.632,284427,4
274,Written in the Sand,2A69wys3S9uiPSmn6UZWJn,country,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,"['contemporary country', 'country', 'country road']",2017-08-25,184080,69,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4
275,Me and My Kind,4rW9EUFaMSNVY8JhbqrB6z,country,https://open.spotify.com/track/4rW9EUFaMSNVY8JhbqrB6z,Cody Johnson,6zLBxLdl60ekBLpawtT63I,"['contemporary country', 'country road', 'texas country']",2014-01-14,156200,69,0.588,0.807,2,-3.426,1,0.0283,0.0835,0.0,0.109,0.674,110.014,156200,4
276,It Just Comes Natural,2DmBuFsXx1Pd5FHrMF8PD8,country,https://open.spotify.com/track/2DmBuFsXx1Pd5FHrMF8PD8,George Strait,5vngPClqofybhPERIqQMYd,"['contemporary country', 'country', 'country road', 'country rock']",2006-01-01,176426,56,0.405,0.775,10,-2.907,1,0.0335,0.358,0.0,0.211,0.422,200.389,176427,4
277,Love Ain't,6uVzeU47Qzg0rrMneP5BNg,country,https://open.spotify.com/track/6uVzeU47Qzg0rrMneP5BNg,Eli Young Band,6eKWqnckwdIlSnjaYgIyxv,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']",2018-05-25,186118,68,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4
278,All Eyes On Us,1CyanrHZ0R07Yp8Nwq92F6,country,https://open.spotify.com/track/1CyanrHZ0R07Yp8Nwq92F6,Jon Langston,4BANbHDs1IluagTx5eRW2P,"['contemporary country', 'country pop', 'country road', 'modern country rock']",2016-10-28,182992,0,0.276,0.903,10,-2.542,1,0.062,0.00485,0.0,0.127,0.723,81.286,182993,4
279,Whiskey Bent And Hell Bound,5TWhLgjy8cgb6CRPnnlnn2,country,https://open.spotify.com/track/5TWhLgjy8cgb6CRPnnlnn2,"Hank Williams, Jr.",2dyeCWctcFRt3Pha76ONgb,"['country', 'country road', 'country rock', 'outlaw country']",1979,188386,61,0.726,0.711,7,-7.728,1,0.0414,0.213,1.41e-06,0.326,0.708,105.034,188387,4
280,Chasin' That Neon Rainbow,4aCnXMCVpozeB85GGW2j8O,country,https://open.spotify.com/track/4aCnXMCVpozeB85GGW2j8O,Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['contemporary country', 'country', 'country road']",1989,185600,35,0.719,0.561,7,-10.309,1,0.0334,0.214,0.0,0.0886,0.868,149.077,185600,4
281,Legends,1Zlm5elepl7xOAPBUI3bj9,country,https://open.spotify.com/track/1Zlm5elepl7xOAPBUI3bj9,Kelsea Ballerini,3RqBeV12Tt7A8xH3zBDDUF,"['contemporary country', 'country', 'pop', 'post-teen pop']",2017-11-03,243426,36,0.576,0.731,4,-5.845,1,0.0323,0.0549,0.0,0.0908,0.251,112.047,243427,4
282,Breathe - 2007 Remaster,2TYlCPSARkvifu7jvsG1B1,country,https://open.spotify.com/track/2TYlCPSARkvifu7jvsG1B1,Faith Hill,25NQNriVT2YbSW80ILRWJa,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'pop rock']",2007,247066,46,0.506,0.563,7,-6.881,1,0.0284,0.122,0.0,0.302,0.246,137.177,247067,4
283,The Ones That Like Me,3I74lFPU8RE17EIfYz351J,country,https://open.spotify.com/track/3I74lFPU8RE17EIfYz351J,Brantley Gilbert,5q8HGNo0BjLWaTAhRtbwxa,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",2017-01-27,205266,55,0.437,0.834,6,-3.807,1,0.0404,0.0329,1.03e-06,0.383,0.436,154.053,205267,4
284,The Race Is On,1q0SkvboXCdVQauHBzVr9z,country,https://open.spotify.com/track/1q0SkvboXCdVQauHBzVr9z,George Jones,2OpqcUtj10HHvGG6h9VYC5,"['country', 'country rock', 'honky tonk']",1997-01-01,129373,39,0.578,0.56,9,-11.873,1,0.0398,0.723,1.68e-05,0.119,0.875,85.541,129373,3
285,Born Ready,6aKXTRbEk1UhnqJkfDTLrP,country,https://open.spotify.com/track/6aKXTRbEk1UhnqJkfDTLrP,Steve Moakler,63t3EqMeymxd4CM85RqsCd,"['acoustic pop', 'contemporary country', 'country pop', 'indiecoustica', 'neo mellow']",2018-06-15,218693,24,0.714,0.655,2,-6.451,1,0.0308,0.0209,0.002,0.11,0.459,103.968,218693,4
286,Back To Life,7Lr4XaxGpkAwa37IVgg22k,country,https://open.spotify.com/track/7Lr4XaxGpkAwa37IVgg22k,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,"['contemporary country', 'country', 'country road', 'pop rock']",2018-09-28,214218,62,0.467,0.701,4,-4.997,1,0.0302,0.191,0.0,0.0769,0.28,132.041,214219,3
287,Best of Intentions,7v3BvPRQS4DcsDzYU0BiVd,country,https://open.spotify.com/track/7v3BvPRQS4DcsDzYU0BiVd,Travis Tritt,2M4Yt7oKGoYd0wqU44k4i2,"['contemporary country', 'country', 'country road', 'country rock', 'outlaw country']",2000-10-01,257399,50,0.659,0.468,8,-7.439,1,0.0232,0.363,0.0,0.0964,0.37,99.066,257400,4
288,"Tall, Tall Trees",3P3vYTeOuaBaBvonNbtTNx,country,https://open.spotify.com/track/3P3vYTeOuaBaBvonNbtTNx,Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['contemporary country', 'country', 'country road']",1995-09-09,147640,0,0.676,0.815,7,-6.192,1,0.037,0.204,0.0,0.132,0.965,145.969,147640,4
289,Rumor,56eGOeSsqdg3FLxdo83TwV,country,https://open.spotify.com/track/56eGOeSsqdg3FLxdo83TwV,Lee Brice,5Zq7R5qmi58ByYyBQTlNuk,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-11-03,198440,72,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4
290,Are You Gonna Kiss Me Or Not,2TAcwD5KcV9uY3O1tLGV15,country,https://open.spotify.com/track/2TAcwD5KcV9uY3O1tLGV15,Thompson Square,0Bvs8yPjrQSbmVIRqSg1Sp,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",2011-02-08,184920,65,0.485,0.701,8,-3.807,1,0.0288,0.039,0.0,0.0977,0.613,151.948,184920,4
291,Ballad Of A Southern Man,391R7sGZ4SX7qPdpAsfiGW,country,https://open.spotify.com/track/391R7sGZ4SX7qPdpAsfiGW,Whiskey Myers,26opZSJcXshCmCwxgZQmBc,"['modern southern rock', 'texas country']",2015-08-14,220186,0,0.61,0.559,7,-6.524,1,0.0264,0.392,0.0,0.131,0.378,73.972,220187,1
292,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,country,https://open.spotify.com/track/2YMhrXQYKkm4kXLcXKKd5z,Dustin Lynch,1dID9zgn0OV0Y8ud7Mh2tS,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-09-08,205733,70,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4
293,Growin' Up,6rJAu6uq9E0uxcZnQ4J2yH,country,https://open.spotify.com/track/6rJAu6uq9E0uxcZnQ4J2yH,Walker McGuire,6jDzxywOhu6CcmS8MVzWlL,"['contemporary country', 'country pop']",2018-09-21,205373,45,0.609,0.814,0,-4.263,1,0.0382,0.0226,1.14e-06,0.382,0.385,126.006,205373,4
294,When I Pray for You,16DRIwIBIgZdAgpp0vLh5q,country,https://open.spotify.com/track/16DRIwIBIgZdAgpp0vLh5q,Dan + Shay,7z5WFjZAIYejWy0NI5lv4T,"['contemporary country', 'country', 'pop']",2017-02-03,209173,53,0.382,0.781,2,-4.243,1,0.0433,0.054,0.0,0.23,0.354,163.815,209173,4
295,Eyes On You,5AnSllIrgGsCZzZJkVnApx,country,https://open.spotify.com/track/5AnSllIrgGsCZzZJkVnApx,Chase Rice,6pBNfggcZZDCmb0p92OnGn,"['contemporary country', 'country', 'country road', 'modern country rock']",2017-11-17,182493,73,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4
296,Somebody's Been Drinkin',3OBHpK5sbRBj3xQLCFcBLt,country,https://open.spotify.com/track/3OBHpK5sbRBj3xQLCFcBLt,Cole Swindell,1mfDfLsMxYcOOZkzBxvSVW,"['contemporary country', 'country', 'country road', 'modern country rock']",2018-08-17,225266,47,0.481,0.775,0,-5.494,1,0.0597,0.0169,1.39e-05,0.0978,0.273,136.035,225267,4
297,Summer Love,3lZ3lSCRA5iaRdyzsx2t8Z,country,https://open.spotify.com/track/3lZ3lSCRA5iaRdyzsx2t8Z,Ryan Upchurch,2TQ2YAxUktGmAJkUyQJMBa,['redneck'],2017-05-05,210175,50,0.584,0.723,3,-5.154,1,0.0296,0.114,0.0,0.119,0.608,81.921,210176,4
298,Simple,1co0puPTYvqAdUEjFOjne9,country,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9,Florida Georgia Line,3b8QkneNDz4JHKKKlLgYZg,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",2018-08-24,185200,0,0.375,0.889,3,-3.704,1,0.0991,0.0848,0.0,0.136,0.881,199.669,185200,4
299,If I Were You (feat. Keith Urban),6GddupezBNkWmUAGeBpSfI,country,https://open.spotify.com/track/6GddupezBNkWmUAGeBpSfI,"['Jillian Jacqueline', 'Keith Urban']","['5GDZ6xhBwk7Yja97CFLmV7', '0u2FHSq3ln94y5Q57xazwf']","[['contemporary country', 'country pop'], ['australian country', 'australian pop', 'contemporary country', 'country', 'country road']]",2018-08-17,213053,0,0.549,0.664,8,-4.942,0,0.0451,0.316,0.0,0.101,0.307,155.745,213053,4
300,That Ain’t Country,4wDxa0lo9PfPdnDifyCE6h,country,https://open.spotify.com/track/4wDxa0lo9PfPdnDifyCE6h,Aaron Lewis,2t2XKfWKLXpFIjFwy1K8wx,"['contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck']",2016-09-16,242573,53,0.728,0.822,6,-4.118,1,0.0252,0.0183,0.0,0.287,0.849,126.015,242573,4
301,Wanted,5KSPTbvoKVN1kLGcubdtIr,country,https://open.spotify.com/track/5KSPTbvoKVN1kLGcubdtIr,Alan Jackson,4mxWe1mtYIYfP040G38yvS,"['contemporary country', 'country', 'country road']",1989,177040,17,0.649,0.199,5,-13.044,1,0.0278,0.644,1.36e-05,0.258,0.299,89.597,177040,3
302,Preachin' to the Choir,0UB81wf2YWOg2f2w6cxX3k,country,https://open.spotify.com/track/0UB81wf2YWOg2f2w6cxX3k,A Thousand Horses,55RI2GNCfyXr0f14uIdhwd,"['contemporary country', 'country pop', 'country road', 'modern country rock']",2018-01-11,208667,35,0.479,0.845,7,-4.321,1,0.0391,0.0768,0.0,0.378,0.637,144.226,208667,4
303,Roots,7kxat5e63WKjwREbECuksl,country,https://open.spotify.com/track/7kxat5e63WKjwREbECuksl,Parmalee,4TshyQDihSYXSWqvclXl3I,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'modern uplift']",2017-07-21,182693,41,0.405,0.61,0,-5.549,1,0.0419,0.352,0.0,0.172,0.385,77.605,182693,4
304,Good Directions,7GQjJEwqlp6m5HNWVQd6OR,country,https://open.spotify.com/track/7GQjJEwqlp6m5HNWVQd6OR,Billy Currington,1By9QBFnjZAoI83BZppHlt,"['contemporary country', 'country', 'country road']",2005-01-01,215853,70,0.716,0.72,5,-2.183,1,0.0319,0.307,0.0,0.135,0.464,122.512,215853,4
305,Daddy Never Was the Cadillac Kind,5FPtuiOupQoAprcMk74ZwP,country,https://open.spotify.com/track/5FPtuiOupQoAprcMk74ZwP,Confederate Railroad,1YPIe9qIMa99O0a0OW47Be,"['country', 'country road', 'country rock', 'redneck', 'southern rock']",1994,223666,52,0.586,0.517,4,-12.88,1,0.0268,0.225,1.91e-06,0.272,0.637,77.189,223667,3
306,Downtown's Dead,5eFfsbjSouG8qOpg9ZqDl6,country,https://open.spotify.com/track/5eFfsbjSouG8qOpg9ZqDl6,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,"['contemporary country', 'country pop']",2018-05-16,213986,53,0.624,0.696,11,-6.006,1,0.0469,0.109,0.0,0.132,0.392,82.001,213987,4
307,Best Days of Your Life,16jvUOIQ2P54P0bNN4rAdv,country,https://open.spotify.com/track/16jvUOIQ2P54P0bNN4rAdv,Kellie Pickler,021hNAnkFIbyFyL97br6NB,"['contemporary country', 'country', 'country dawn', 'country road']",2008-09-30,226800,43,0.649,0.862,9,-5.12,1,0.0568,0.0235,0.0,0.0737,0.538,127.939,226800,4
308,A Thousand Miles from Nowhere,2rjeRpzY5eKn2zZMwAfuod,country,https://open.spotify.com/track/2rjeRpzY5eKn2zZMwAfuod,Dwight Yoakam,2sxmKe3CUrWnx7eoXMhOlW,"['bakersfield sound', 'country', 'country rock']",1993-03-12,268386,56,0.601,0.831,0,-5.946,1,0.0283,0.00973,0.163,0.321,0.707,116.901,268386,4
309,Woke Up in Nashville,6zdO7yfGMdFzEaSYDaZgNf,country,https://open.spotify.com/track/6zdO7yfGMdFzEaSYDaZgNf,Seth Ennis,2dEZtPJFspWetycGtouit2,"['contemporary country', 'country pop']",2017-08-11,172960,54,0.588,0.536,2,-8.83,1,0.0604,0.697,0.0,0.196,0.354,78.061,172960,4
310,The Driver,1LDeuD3jbSpHucsd0nOt6t,country,https://open.spotify.com/track/1LDeuD3jbSpHucsd0nOt6t,"['Charles Kelley', 'Dierks Bentley', 'Eric Paslay']","['2Hbxyk7qJ22i8wFEqgM3vC', '7x8nK0m0cP2ksQf0mjWdPS', '4TONBKcqVR1LmPdfJxvkMU']","[['country pop'], ['contemporary country', 'country', 'country road'], ['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']]",2016-02-05,274013,43,0.534,0.321,7,-7.723,1,0.0272,0.48,0.0,0.119,0.156,75.004,274013,3
311,Come A Little Closer,6yFD0TSZvxydqGxLNDjZUO,country,https://open.spotify.com/track/6yFD0TSZvxydqGxLNDjZUO,Dierks Bentley,7x8nK0m0cP2ksQf0mjWdPS,"['contemporary country', 'country', 'country road']",2005-01-01,281973,54,0.579,0.57,5,-5.869,1,0.0227,0.0644,0.00636,0.105,0.368,80.028,281973,4
312,Don't Let Our Love Start Slippin' Away,2G6pvEfrwrJZS6NgqS3DqX,country,https://open.spotify.com/track/2G6pvEfrwrJZS6NgqS3DqX,Vince Gill,3IhWQSrLj8EJjdvjFTpCyo,"['country', 'country rock', 'oklahoma country']",1992-01-01,224800,49,0.736,0.719,3,-9.311,1,0.0313,0.42,0.000851,0.35,0.657,113.228,224800,4
313,Achy Breaky Heart,2EoIt9vdgFRNW03u5IvFsQ,country,https://open.spotify.com/track/2EoIt9vdgFRNW03u5IvFsQ,Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,"['country', 'country rock']",1992,203373,65,0.8,0.563,9,-10.209,1,0.0303,0.051,0.0,0.0797,0.961,121.808,203373,4
314,Drinkin' Problem,1vBpwxsLVwaR4evBIaFmqD,country,https://open.spotify.com/track/1vBpwxsLVwaR4evBIaFmqD,Midland,1DTZRmlVZBxx2wRQBtx6yi,"['neo-traditional country', 'texas country']",2017-09-22,220800,68,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.313,0.621,102.0,220800,4
